isolate_A,isolate_B,count_A,count_B,N,p_A,se_p_A,se_count_A,se_count_B,model_dir,Round,Temp,Day,Date,Well,Sample,Community,filename,filepath
12,20,25241,4199,29440,0.8573709239130435,0.002038071928444673,60.00083757341117,60.00083757341117,12_vs_20,round1,20C,d07,16.03.2026,C2,Sample26,s09,round1_20C_d07_16.03.2026_C2_Sample26.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C2_Sample26.csv
06,32,11016,92,11108,0.9917176809506661,0.0008599081610367571,9.551859852796298,9.551859852796298,06_vs_32,round1,20C,d07,16.03.2026,B1,Sample13,s05,round1_20C_d07_16.03.2026_B1_Sample13.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_B1_Sample13.csv
06,23,4650,1982,6632,0.701145958986731,0.005620973336710172,37.27829516906186,37.27829516906186,06_vs_23,round1,20C,d07,16.03.2026,A11,Sample11,s04,round1_20C_d07_16.03.2026_A11_Sample11.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_A11_Sample11.csv
12,23,1800,11839,13639,0.13197448493291297,0.002898144055455306,39.52778677235492,39.52778677235492,12_vs_23,round1,20C,d07,16.03.2026,C5,Sample29,s10,round1_20C_d07_16.03.2026_C5_Sample29.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C5_Sample29.csv
06,12,10440,706,11146,0.9366588910820025,0.002307140493798053,25.715387943873097,25.715387943873097,06_vs_12,round1,20C,d07,16.03.2026,A1,Sample1,s01,round1_20C_d07_16.03.2026_A1_Sample1.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_A1_Sample1.csv
06,23,4701,1810,6511,0.722008908001843,0.005552171468196985,36.15018842943057,36.15018842943057,06_vs_23,round1,20C,d07,16.03.2026,A10,Sample10,s04,round1_20C_d07_16.03.2026_A10_Sample10.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_A10_Sample10.csv
20,43,50628,44423,95051,0.5326403720108153,0.0016183195938389713,153.82289571398806,153.82289571398806,20_vs_43,round1,20C,d07,16.03.2026,F1,Sample61,s21,round1_20C_d07_16.03.2026_F1_Sample61.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_F1_Sample61.csv
32,56,420,71,491,0.8553971486761711,0.01587199731615937,7.79315068223425,7.79315068223425,32_vs_56,round1,20C,d07,16.03.2026,G7,Sample79,s27,round1_20C_d07_16.03.2026_G7_Sample79.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_G7_Sample79.csv
12,23,46546,268295,314841,0.14783970321527373,0.0006325728490969027,199.15986838251794,199.15986838251794,12_vs_23,round1,20C,d07,16.03.2026,C4,Sample28,s10,round1_20C_d07_16.03.2026_C4_Sample28.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C4_Sample28.csv
12,32,15753,115414,131167,0.12009880533975771,0.0008975817309562257,117.73310290433525,117.73310290433525,12_vs_32,round1,20C,d07,16.03.2026,C8,Sample32,s11,round1_20C_d07_16.03.2026_C8_Sample32.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C8_Sample32.csv
32,43,8339,1171,9510,0.8768664563617246,0.003369493780283427,32.04388585049539,32.04388585049539,32_vs_43,round1,20C,d07,16.03.2026,G5,Sample77,s26,round1_20C_d07_16.03.2026_G5_Sample77.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_G5_Sample77.csv
12,20,13428,2269,15697,0.855450086003695,0.0028067124870614748,44.05696590940397,44.05696590940397,12_vs_20,round1,20C,d07,16.03.2026,C3,Sample27,s09,round1_20C_d07_16.03.2026_C3_Sample27.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C3_Sample27.csv
32,56,4625,410,5035,0.9185700099304865,0.003854327241937674,19.40653766315619,19.40653766315619,32_vs_56,round1,20C,d07,16.03.2026,G8,Sample80,s27,round1_20C_d07_16.03.2026_G8_Sample80.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_G8_Sample80.csv
20,32,10045,143045,153090,0.06561499771376314,0.0006328358545607206,96.88084097470072,96.88084097470072,20_vs_32,round1,20C,d07,16.03.2026,E12,Sample60,s20,round1_20C_d07_16.03.2026_E12_Sample60.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_E12_Sample60.csv
16,23,55654,26001,81655,0.6815749188659604,0.0016303056842428979,133.12261064685381,133.12261064685381,16_vs_23,round1,20C,d07,16.03.2026,D8,Sample44,s15,round1_20C_d07_16.03.2026_D8_Sample44.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_D8_Sample44.csv
12,32,467,3619,4086,0.11429270680372002,0.0049774303133768225,20.337780260457695,20.337780260457695,12_vs_32,round1,20C,d07,16.03.2026,C9,Sample33,s11,round1_20C_d07_16.03.2026_C9_Sample33.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C9_Sample33.csv
06,43,10108,327,10435,0.9686631528509823,0.0017055631840465404,17.797551825525648,17.797551825525648,06_vs_43,round1,20C,d07,16.03.2026,B5,Sample17,s06,round1_20C_d07_16.03.2026_B5_Sample17.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_B5_Sample17.csv
23,43,20144,6059,26203,0.768766935083769,0.0026046346115322088,68.24924072597847,68.24924072597847,23_vs_43,round1,20C,d07,16.03.2026,F10,Sample70,s24,round1_20C_d07_16.03.2026_F10_Sample70.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_F10_Sample70.csv
12,43,17849,7617,25466,0.7008953113955863,0.0028691801690563976,73.06654218519022,73.06654218519022,12_vs_43,round1,20C,d07,16.03.2026,C10,Sample34,s12,round1_20C_d07_16.03.2026_C10_Sample34.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C10_Sample34.csv
12,20,17425,3243,20668,0.8430907683375266,0.0025299514576089858,52.289036725862516,52.289036725862516,12_vs_20,round1,20C,d07,16.03.2026,C1,Sample25,s09,round1_20C_d07_16.03.2026_C1_Sample25.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C1_Sample25.csv
06,16,10875,214,11089,0.980701596176391,0.001306420372640635,14.486895512212001,14.486895512212001,06_vs_16,round1,20C,d07,16.03.2026,A5,Sample5,s02,round1_20C_d07_16.03.2026_A5_Sample5.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_A5_Sample5.csv
16,23,129,105,234,0.5512820512820513,0.032513649416211,7.608193963393375,7.608193963393375,16_vs_23,round1,20C,d07,16.03.2026,D7,Sample43,s15,round1_20C_d07_16.03.2026_D7_Sample43.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_D7_Sample43.csv
06,43,8521,380,8901,0.9573081676216155,0.0021427863906774273,19.07294166341978,19.07294166341978,06_vs_43,round1,20C,d07,16.03.2026,B4,Sample16,s06,round1_20C_d07_16.03.2026_B4_Sample16.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_B4_Sample16.csv
06,23,9676,504,10180,0.9504911591355599,0.0021500152039646003,21.88715477635963,21.88715477635963,06_vs_23,round1,20C,d07,16.03.2026,A12,Sample12,s04,round1_20C_d07_16.03.2026_A12_Sample12.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_A12_Sample12.csv
12,56,54508,4047,58555,0.9308854922722227,0.00104821591153958,61.37828270020011,61.37828270020011,12_vs_56,round1,20C,d07,16.03.2026,D1,Sample37,s13,round1_20C_d07_16.03.2026_D1_Sample37.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_D1_Sample37.csv
23,32,153109,104671,257780,0.5939522073085577,0.0009672521809364406,249.33826720179565,249.33826720179565,23_vs_32,round1,20C,d07,16.03.2026,F9,Sample69,s23,round1_20C_d07_16.03.2026_F9_Sample69.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_F9_Sample69.csv
12,16,14823,75955,90778,0.1632884619621494,0.0012268043944999077,111.36684932391263,111.36684932391263,12_vs_16,round1,20C,d07,16.03.2026,B11,Sample23,s08,round1_20C_d07_16.03.2026_B11_Sample23.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_B11_Sample23.csv
06,20,7394,183,7577,0.9758479609344067,0.001763678160520124,13.36338942226098,13.36338942226098,06_vs_20,round1,20C,d07,16.03.2026,A8,Sample8,s03,round1_20C_d07_16.03.2026_A8_Sample8.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_A8_Sample8.csv
12,16,46911,57375,104286,0.44983027443760426,0.0015404928246411222,160.65183471052407,160.65183471052407,12_vs_16,round1,20C,d07,16.03.2026,B12,Sample24,s08,round1_20C_d07_16.03.2026_B12_Sample24.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_B12_Sample24.csv
16,56,74688,13872,88560,0.843360433604336,0.001221345518756308,108.16235914105864,108.16235914105864,16_vs_56,round1,20C,d07,16.03.2026,E5,Sample53,s18,round1_20C_d07_16.03.2026_E5_Sample53.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_E5_Sample53.csv
23,32,101,260,361,0.27977839335180055,0.02362580189410077,8.528914483770379,8.528914483770379,23_vs_32,round1,20C,d07,16.03.2026,F7,Sample67,s23,round1_20C_d07_16.03.2026_F7_Sample67.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_F7_Sample67.csv
12,32,114,218,332,0.3433734939759036,0.026059948127686708,8.651902778391987,8.651902778391987,12_vs_32,round1,20C,d07,16.03.2026,C7,Sample31,s11,round1_20C_d07_16.03.2026_C7_Sample31.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_C7_Sample31.csv
43,56,36217,39849,76066,0.4761259958457129,0.001810835840668173,137.74303905626525,137.74303905626525,43_vs_56,round1,20C,d07,16.03.2026,G11,Sample83,s28,round1_20C_d07_16.03.2026_G11_Sample83.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_G11_Sample83.csv
06,12,7048,662,7710,0.9141374837872892,0.0031906588799963734,24.59997996477204,24.59997996477204,06_vs_12,round1,20C,d07,16.03.2026,A2,Sample2,s01,round1_20C_d07_16.03.2026_A2_Sample2.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_A2_Sample2.csv
20,43,76778,60439,137217,0.5595370835975134,0.0013401862332819497,183.8963343722493,183.8963343722493,20_vs_43,round1,20C,d07,16.03.2026,F2,Sample62,s21,round1_20C_d07_16.03.2026_F2_Sample62.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_F2_Sample62.csv
06,16,6158,151,6309,0.9760659375495324,0.0019242767157861104,12.14026179989457,12.14026179989457,06_vs_16,round1,20C,d07,16.03.2026,A4,Sample4,s02,round1_20C_d07_16.03.2026_A4_Sample4.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_A4_Sample4.csv
16,43,2488,5512,8000,0.311,0.005175410611729277,41.40328489383421,41.40328489383421,16_vs_43,round1,20C,d07,16.03.2026,E1,Sample49,s17,round1_20C_d07_16.03.2026_E1_Sample49.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_E1_Sample49.csv
32,43,46122,21537,67659,0.6816831463663371,0.001790846274586962,121.16686809227926,121.16686809227926,32_vs_43,round1,20C,d07,16.03.2026,G6,Sample78,s26,round1_20C_d07_16.03.2026_G6_Sample78.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_G6_Sample78.csv
16,32,89194,8380,97574,0.9141164654518622,0.000896992199098621,87.52311683484885,87.52311683484885,16_vs_32,round1,20C,d07,16.03.2026,D12,Sample48,s16,round1_20C_d07_16.03.2026_D12_Sample48.csv,../data/round01/round1_20C_d07_16.03.2026/round1_20C_d07_16.03.2026_D12_Sample48.csv
